gene_id,gene_name,gene_type,chr,X1kb_up_tss_start,strand,number_of_dbp
ENSG00000166558.10,SLC38A8,protein_coding,chr16,84041637,-,0
ENSG00000285792.1,AC040169.4,lncRNA,chr16,84039790,+,0
ENSG00000140943.17,MBTPS1,protein_coding,chr16,84115943,-,2
ENSG00000274677.1,AC040169.3,lncRNA,chr16,84085591,-,0
ENSG00000260018.1,AC040169.1,lncRNA,chr16,84116051,+,6
ENSG00000103160.12,HSDL1,protein_coding,chr16,84144193,-,0
ENSG00000154099.18,DNAAF1,protein_coding,chr16,84144287,+,3
ENSG00000103168.16,TAF1C,protein_coding,chr16,84186071,-,3
ENSG00000140955.10,ADAD2,protein_coding,chr16,84190138,+,0
ENSG00000250685.7,AC009123.1,lncRNA,chr16,84196054,-,0
ENSG00000168418.7,KCNG4,protein_coding,chr16,84238751,-,0
ENSG00000260858.1,AC010551.3,lncRNA,chr16,84260050,-,0
ENSG00000103175.11,WFDC1,protein_coding,chr16,84293846,+,0
ENSG00000260530.1,AC010551.2,lncRNA,chr16,84295986,-,0
ENSG00000260504.1,AC010551.1,lncRNA,chr16,84342408,-,0
ENSG00000064270.12,ATP2C2,protein_coding,chr16,84367527,+,0
ENSG00000261286.1,ATP2C2-AS1,lncRNA,chr16,84466362,-,0
ENSG00000140950.16,MEAK7,protein_coding,chr16,84553034,-,0
ENSG00000261243.1,AC022165.1,lncRNA,chr16,84494599,+,0
ENSG00000103187.8,COTL1,protein_coding,chr16,84617079,-,1
ENSG00000261471.1,AC092145.1,lncRNA,chr16,84593393,+,2
ENSG00000135686.13,KLHL36,protein_coding,chr16,84647511,+,4
ENSG00000103194.15,USP10,protein_coding,chr16,84698978,+,5
ENSG00000285848.1,AC025280.3,lncRNA,chr16,84855666,-,0
ENSG00000103196.12,CRISPLD2,protein_coding,chr16,84818985,+,0
ENSG00000260859.1,AC025280.1,lncRNA,chr16,84827263,+,0
ENSG00000279622.2,AC025280.2,lncRNA,chr16,84923809,-,2
ENSG00000260340.1,LINC02176,lncRNA,chr16,84927353,+,0
ENSG00000153786.12,ZDHHC7,protein_coding,chr16,85010536,-,2
ENSG00000135709.12,KIAA0513,protein_coding,chr16,85026751,+,5
ENSG00000153789.13,FAM92B,protein_coding,chr16,85111473,-,0
ENSG00000278214.1,LINC02139,lncRNA,chr16,85136150,+,6
ENSG00000275088.1,AC026469.1,lncRNA,chr16,85145002,-,0
ENSG00000131149.19,GSE1,protein_coding,chr16,85168525,+,2
ENSG00000287787.1,AC092275.1,lncRNA,chr16,85226203,+,1
ENSG00000179219.5,LINC00311,lncRNA,chr16,85281958,+,0
ENSG00000287946.1,AC092377.1,lncRNA,chr16,85351962,-,0
ENSG00000278716.1,AC133540.1,lncRNA,chr16,85488813,+,2
ENSG00000270124.1,AC092127.2,lncRNA,chr16,85582572,-,0
ENSG00000260417.1,AC092127.1,lncRNA,chr16,85591266,+,0
ENSG00000131153.9,GINS2,protein_coding,chr16,85689074,-,2
ENSG00000154102.11,C16orf74,protein_coding,chr16,85750130,-,0
ENSG00000275393.1,AC018695.6,lncRNA,chr16,85696869,-,0
ENSG00000287125.1,AC018695.9,lncRNA,chr16,85698820,+,1
ENSG00000269898.1,AC018695.2,lncRNA,chr16,85742287,+,0
ENSG00000131148.9,EMC8,protein_coding,chr16,85798609,-,2
ENSG00000270184.1,AC018695.4,lncRNA,chr16,85783382,+,1
ENSG00000270159.1,AC018695.3,lncRNA,chr16,85791415,+,0
ENSG00000131143.9,COX4I1,protein_coding,chr16,85797633,+,6
ENSG00000286510.1,AC018695.8,lncRNA,chr16,85845309,+,2
ENSG00000140968.11,IRF8,protein_coding,chr16,85898162,+,0
ENSG00000285163.1,AC092723.5,lncRNA,chr16,85923984,+,0
ENSG00000268804.1,LINC02132,lncRNA,chr16,85935224,-,0
ENSG00000285040.1,AC092723.4,lncRNA,chr16,85984387,-,0
ENSG00000269667.2,AC092723.1,lncRNA,chr16,85980750,+,0
ENSG00000285012.1,AC092723.3,lncRNA,chr16,85994900,-,0
ENSG00000261177.1,AC135012.1,lncRNA,chr16,86088527,-,0
ENSG00000268078.1,AC135012.2,lncRNA,chr16,86157799,-,0
ENSG00000268505.1,AC135012.3,lncRNA,chr16,86197914,-,0
ENSG00000269186.3,LINC01082,lncRNA,chr16,86194954,+,0
ENSG00000268754.4,LINC01081,lncRNA,chr16,86300304,-,0
ENSG00000268532.1,LINC02135,lncRNA,chr16,86285427,+,0
ENSG00000168367.11,LINC00917,lncRNA,chr16,86348689,-,0
ENSG00000269826.1,AC092327.2,lncRNA,chr16,86346387,+,0
ENSG00000268388.6,FENDRR,lncRNA,chr16,86508100,-,0
ENSG00000103241.7,FOXF1,protein_coding,chr16,86509527,+,2
ENSG00000270020.1,AC009108.3,lncRNA,chr16,86522898,-,0
ENSG00000103248.19,MTHFSD,protein_coding,chr16,86554236,-,1
ENSG00000260944.1,FOXC2-AS1,lncRNA,chr16,86566762,-,0
ENSG00000176692.8,FOXC2,protein_coding,chr16,86565829,+,0
ENSG00000176678.5,FOXL1,protein_coding,chr16,86575368,+,3
ENSG00000260387.1,AC009108.2,lncRNA,chr16,86636146,-,0
ENSG00000261161.1,AC009154.1,lncRNA,chr16,86645301,+,0
ENSG00000274478.1,AC009154.2,lncRNA,chr16,86697118,+,0
ENSG00000261175.6,LINC02188,lncRNA,chr16,86709122,+,3
ENSG00000260026.3,LINC02189,lncRNA,chr16,86721043,-,0
ENSG00000287010.1,AC130467.1,lncRNA,chr16,86763298,+,1
ENSG00000287161.1,AC093519.2,lncRNA,chr16,86898356,+,0
ENSG00000232190.3,LINC02181,lncRNA,chr16,87056784,+,1
ENSG00000261363.2,AC106745.1,lncRNA,chr16,87065705,+,0
ENSG00000260456.6,C16orf95,protein_coding,chr16,87316421,-,3
ENSG00000285527.1,AC136285.3,lncRNA,chr16,87128857,+,0
ENSG00000261095.1,AC136285.1,lncRNA,chr16,87211122,+,0
ENSG00000261651.1,AC136285.2,lncRNA,chr16,87214915,+,1
ENSG00000261697.5,AC010531.4,lncRNA,chr16,87291439,-,0
ENSG00000131152.4,AC010531.1,protein_coding,chr16,87333274,-,0
ENSG00000270006.2,AC010531.6,lncRNA,chr16,87316509,+,7
ENSG00000270082.1,AC010531.7,lncRNA,chr16,87325987,+,0
ENSG00000103264.18,FBXO31,protein_coding,chr16,87391143,-,2
ENSG00000269901.1,AC010531.5,lncRNA,chr16,87361536,+,1
ENSG00000140941.14,MAP1LC3B,protein_coding,chr16,87382953,+,6
ENSG00000261592.1,AC010531.3,lncRNA,chr16,87399296,-,0
ENSG00000140948.12,ZCCHC14,protein_coding,chr16,87492025,-,2
ENSG00000276337.1,AC105429.1,lncRNA,chr16,87473371,-,0
ENSG00000260750.6,AC092720.1,lncRNA,chr16,87491555,+,6
ENSG00000269935.1,AC092720.2,lncRNA,chr16,87601191,-,0
ENSG00000154118.13,JPH3,protein_coding,chr16,87600835,+,0
ENSG00000277504.1,AC010536.3,lncRNA,chr16,87683478,-,0
ENSG00000226180.3,AC010536.1,lncRNA,chr16,87695148,-,0
ENSG00000104731.14,KLHDC4,protein_coding,chr16,87764993,-,2
ENSG00000260671.2,AC010536.2,lncRNA,chr16,87746707,-,0
ENSG00000260498.6,AC126696.3,lncRNA,chr16,87778375,-,3
ENSG00000260177.1,AC126696.1,lncRNA,chr16,87805477,-,1
ENSG00000103257.9,SLC7A5,protein_coding,chr16,87868508,-,2
ENSG00000260466.1,AC126696.2,lncRNA,chr16,87835532,+,0
ENSG00000174990.7,CA5A,protein_coding,chr16,87935581,-,1
ENSG00000172530.20,BANP,protein_coding,chr16,87948244,+,3
ENSG00000261193.1,AC134312.4,lncRNA,chr16,88086384,-,0
ENSG00000260166.2,AC134312.3,lncRNA,chr16,88086241,+,0
ENSG00000205037.2,AC134312.1,lncRNA,chr16,88099986,-,0
ENSG00000260162.2,AC134312.2,lncRNA,chr16,88176289,+,0
ENSG00000261327.5,AC134312.5,lncRNA,chr16,88185930,-,0
ENSG00000260420.3,LINC02182,lncRNA,chr16,88185605,+,0
ENSG00000261816.1,AC134312.6,lncRNA,chr16,88192668,-,1
ENSG00000261273.1,AC138512.1,lncRNA,chr16,88233785,+,4
ENSG00000225614.3,ZNF469,protein_coding,chr16,88381989,+,1
ENSG00000179588.9,ZFPM1,protein_coding,chr16,88452280,+,6
ENSG00000261744.1,AC116552.1,lncRNA,chr16,88530054,-,0
ENSG00000158545.15,ZC3H18,protein_coding,chr16,88569381,+,6
ENSG00000124391.5,IL17C,protein_coding,chr16,88637572,+,1
ENSG00000051523.11,CYBA,protein_coding,chr16,88650055,-,2
ENSG00000167508.12,MVD,protein_coding,chr16,88662162,-,2
ENSG00000260630.7,SNAI3-AS1,lncRNA,chr16,88662298,+,6
ENSG00000185669.6,SNAI3,protein_coding,chr16,88685508,-,2
ENSG00000158717.11,RNF166,protein_coding,chr16,88705409,-,1
ENSG00000259813.1,AC138028.3,lncRNA,chr16,88695501,+,0
ENSG00000174177.13,CTU2,protein_coding,chr16,88705483,+,5
ENSG00000278341.1,AC138028.6,lncRNA,chr16,88709438,-,0
ENSG00000103335.22,PIEZO1,protein_coding,chr16,88784221,-,3
ENSG00000260121.1,AC138028.4,lncRNA,chr16,88717615,+,1
ENSG00000224888.4,AC138028.2,lncRNA,chr16,88730180,+,0
ENSG00000260617.1,AC138028.5,lncRNA,chr16,88740631,+,0
ENSG00000182376.2,AC138028.1,lncRNA,chr16,88741767,+,2
ENSG00000167513.9,CDT1,protein_coding,chr16,88802789,+,5
ENSG00000198931.11,APRT,protein_coding,chr16,88810938,-,2
ENSG00000141012.13,GALNS,protein_coding,chr16,88855971,-,3
ENSG00000167515.10,TRAPPC2L,protein_coding,chr16,88855220,+,6
ENSG00000205022.9,PABPN1L,protein_coding,chr16,88865661,-,0
ENSG00000129993.15,CBFA2T3,protein_coding,chr16,88976208,-,0
ENSG00000259881.1,AC092384.2,lncRNA,chr16,88880038,+,0
ENSG00000261226.1,AC092384.3,lncRNA,chr16,88938652,-,0
ENSG00000205018.2,AC092384.1,lncRNA,chr16,88938789,+,0
ENSG00000259989.1,AC135782.2,lncRNA,chr16,88983032,+,0
ENSG00000256982.2,AC135782.1,lncRNA,chr16,89051967,-,0
ENSG00000176715.16,ACSF3,protein_coding,chr16,89087375,+,0
ENSG00000261546.1,AC135782.3,lncRNA,chr16,89114280,-,0
ENSG00000180422.3,LINC00304,lncRNA,chr16,89158146,+,4
ENSG00000205015.1,LINC02138,lncRNA,chr16,89165383,+,4
ENSG00000129910.8,CDH15,protein_coding,chr16,89170748,+,3
ENSG00000259803.7,SLC22A31,protein_coding,chr16,89200652,-,2
ENSG00000259877.2,AC009113.1,lncRNA,chr16,89216654,-,3
ENSG00000170100.13,ZNF778,protein_coding,chr16,89216703,+,7
ENSG00000260659.1,AC009113.2,lncRNA,chr16,89227693,-,0
ENSG00000167522.16,ANKRD11,protein_coding,chr16,89489562,-,3
ENSG00000268218.1,AC137932.3,lncRNA,chr16,89267104,+,0
ENSG00000260279.4,AC137932.1,lncRNA,chr16,89295128,+,2
ENSG00000261253.2,AC137932.2,lncRNA,chr16,89320133,+,2
ENSG00000261692.1,AC092120.1,lncRNA,chr16,89421227,-,0
ENSG00000287351.1,AC092120.3,lncRNA,chr16,89429988,+,1
ENSG00000197912.15,SPG7,protein_coding,chr16,89489719,+,8
ENSG00000261118.1,AC092123.1,lncRNA,chr16,89503461,-,1
ENSG00000167526.13,RPL13,protein_coding,chr16,89559657,+,6
ENSG00000178773.15,CPNE7,protein_coding,chr16,89574758,+,1
ENSG00000015413.9,DPEP1,protein_coding,chr16,89612308,+,0
ENSG00000131165.15,CHMP1A,protein_coding,chr16,89656722,-,2
ENSG00000167523.13,SPATA33,protein_coding,chr16,89656802,+,6
ENSG00000275734.2,AC010538.1,lncRNA,chr16,89670568,+,1
ENSG00000185324.22,CDK10,protein_coding,chr16,89679737,+,0
ENSG00000260259.1,LINC02166,lncRNA,chr16,89685570,-,2
ENSG00000158792.16,SPATA2L,protein_coding,chr16,89700706,-,3
ENSG00000075399.14,VPS9D1,protein_coding,chr16,89719899,-,2
ENSG00000261373.1,VPS9D1-AS1,lncRNA,chr16,89710856,+,0
ENSG00000158805.12,ZNF276,protein_coding,chr16,89719400,+,6
ENSG00000187741.15,FANCA,protein_coding,chr16,89815658,-,1
ENSG00000204991.11,SPIRE2,protein_coding,chr16,89817179,+,2
ENSG00000141002.20,TCF25,protein_coding,chr16,89872570,+,6
ENSG00000267048.1,AC092143.3,lncRNA,chr16,89905157,+,3
ENSG00000258839.3,MC1R,protein_coding,chr16,89911119,+,1
ENSG00000198211.8,AC092143.1,protein_coding,chr16,89918165,+,7
ENSG00000259006.1,AC092143.2,lncRNA,chr16,89921663,-,2
ENSG00000258947.7,TUBB3,protein_coding,chr16,89920392,+,6
ENSG00000140995.16,DEF8,protein_coding,chr16,89946925,+,5
ENSG00000177946.6,CENPBD1,protein_coding,chr16,89971833,-,1
ENSG00000003249.13,DBNDD1,protein_coding,chr16,90019129,-,1
ENSG00000141013.17,GAS8,protein_coding,chr16,90018629,+,4
ENSG00000221819.6,GAS8-AS1,lncRNA,chr16,90028902,-,0
ENSG00000126856.14,PRDM7,protein_coding,chr16,90091073,-,0
ENSG00000260528.5,FAM157C,lncRNA,chr16,90101271,+,0
ENSG00000260507.1,AC133919.1,lncRNA,chr16,90105317,-,0
ENSG00000261172.1,AC133919.2,lncRNA,chr16,90167226,-,0
ENSG00000260923.7,LINC02193,lncRNA,chr16,90172217,+,0
ENSG00000280279.1,AC240565.2,lncRNA,chr17,75867,-,0
ENSG00000280136.2,AC240565.1,lncRNA,chr17,117579,-,0
ENSG00000268320.3,SCGB1C2,protein_coding,chr17,136526,+,0
ENSG00000272636.4,DOC2B,protein_coding,chr17,180651,-,0
ENSG00000273172.1,LINC02091,lncRNA,chr17,190588,-,0
ENSG00000181031.16,RPH3AL,protein_coding,chr17,385255,-,0
ENSG00000262920.5,AC129507.4,lncRNA,chr17,320392,+,0
ENSG00000262061.6,AC129507.1,lncRNA,chr17,330205,+,0
ENSG00000262294.1,AC129507.2,lncRNA,chr17,351638,+,0
ENSG00000262558.1,AC129507.3,lncRNA,chr17,353737,+,0
ENSG00000241525.4,AC141424.1,lncRNA,chr17,413024,-,0
ENSG00000187624.9,C17orf97,protein_coding,chr17,409325,+,0
ENSG00000183688.4,RFLNB,protein_coding,chr17,444940,-,0
ENSG00000263015.1,AC015853.2,lncRNA,chr17,502171,+,0
ENSG00000141252.20,VPS53,protein_coding,chr17,720718,-,0
ENSG00000263300.1,AC015853.3,lncRNA,chr17,522140,+,0
ENSG00000262905.1,AC015853.1,lncRNA,chr17,551566,+,0
ENSG00000167695.15,TLCD3A,protein_coding,chr17,731412,+,5
ENSG00000179409.11,GEMIN4,protein_coding,chr17,753000,-,1
ENSG00000167699.13,GLOD4,protein_coding,chr17,782391,-,1
ENSG00000262228.2,AC087392.3,lncRNA,chr17,764320,-,0
ENSG00000171861.11,MRM3,protein_coding,chr17,781353,+,5
ENSG00000262434.1,AC087392.4,lncRNA,chr17,789526,-,0
ENSG00000277491.1,AC087392.5,lncRNA,chr17,794306,+,2
ENSG00000167693.17,NXN,protein_coding,chr17,978777,-,0
ENSG00000262133.1,AC087392.2,lncRNA,chr17,876902,+,0
ENSG00000262003.1,AC087392.1,lncRNA,chr17,908632,+,0
ENSG00000177370.5,TIMM22,protein_coding,chr17,996129,+,0
ENSG00000159842.15,ABR,protein_coding,chr17,1228739,-,0
ENSG00000235361.1,AC016292.1,lncRNA,chr17,1180893,+,0
ENSG00000262213.1,AC144836.1,lncRNA,chr17,1253001,-,0
ENSG00000205899.3,BHLHA9,protein_coding,chr17,1269559,+,0
ENSG00000184811.4,TRARG1,protein_coding,chr17,1278662,+,1
ENSG00000108953.17,YWHAE,protein_coding,chr17,1399223,-,0
ENSG00000167193.8,CRK,protein_coding,chr17,1462163,-,0
ENSG00000262777.1,AC032044.1,lncRNA,chr17,1423473,+,0
ENSG00000197879.17,MYO1C,protein_coding,chr17,1491687,-,0
ENSG00000132376.20,INPP5K,protein_coding,chr17,1515743,-,3
ENSG00000236618.2,PITPNA-AS1,lncRNA,chr17,1515931,+,7
ENSG00000174238.15,PITPNA,protein_coding,chr17,1561793,-,0
ENSG00000167703.14,SLC43A2,protein_coding,chr17,1627887,-,0
ENSG00000074660.16,SCARF1,protein_coding,chr17,1644745,-,0
ENSG00000167705.12,RILP,protein_coding,chr17,1648867,-,0
ENSG00000174231.17,PRPF8,protein_coding,chr17,1683868,-,0
ENSG00000277597.1,AC130343.2,lncRNA,chr17,1683726,+,0
ENSG00000185561.10,TLCD2,protein_coding,chr17,1709378,-,0
ENSG00000186594.14,MIR22HG,lncRNA,chr17,1716175,-,0
ENSG00000167716.18,WDR81,protein_coding,chr17,1715523,+,0
ENSG00000262791.1,AC130343.1,lncRNA,chr17,1737586,-,0
ENSG00000167711.13,SERPINF2,protein_coding,chr17,1741836,+,0
ENSG00000132386.11,SERPINF1,protein_coding,chr17,1761029,+,0
ENSG00000186532.12,SMYD4,protein_coding,chr17,1829635,-,1
ENSG00000132383.12,RPA1,protein_coding,chr17,1828702,+,5
ENSG00000185924.7,RTN4RL1,protein_coding,chr17,2024335,-,1
ENSG00000262445.3,AC099684.2,lncRNA,chr17,1994614,+,3
ENSG00000228133.3,AC099684.1,lncRNA,chr17,2016716,+,0
ENSG00000262869.1,AC099684.3,lncRNA,chr17,2022665,-,0
ENSG00000108963.17,DPH1,protein_coding,chr17,2029110,+,6
ENSG00000287553.1,AC090617.10,lncRNA,chr17,2040933,-,3
ENSG00000262664.3,OVCA2,protein_coding,chr17,2041022,+,7
ENSG00000262533.1,AC090617.3,lncRNA,chr17,2042426,-,1
ENSG00000263050.1,AC090617.5,lncRNA,chr17,2043969,-,0
ENSG00000177374.13,HIC1,protein_coding,chr17,2053154,+,5
ENSG00000070366.14,SMG6,protein_coding,chr17,2302786,-,2
ENSG00000262810.1,AC090617.4,lncRNA,chr17,2088681,+,0
ENSG00000236838.2,AC090617.2,lncRNA,chr17,2212697,+,0
ENSG00000236457.1,AC090617.1,lncRNA,chr17,2215016,-,0
ENSG00000225084.1,AL450226.1,lncRNA,chr17,2231680,+,1
ENSG00000167720.13,SRR,protein_coding,chr17,2302383,+,6
ENSG00000167721.10,TSR1,protein_coding,chr17,2336508,-,2
ENSG00000141258.13,SGSM2,protein_coding,chr17,2336498,+,6
ENSG00000274758.1,AC006435.3,lncRNA,chr17,2365792,-,0
ENSG00000263345.1,AC006435.2,lncRNA,chr17,2378307,-,0
ENSG00000070444.15,MNT,protein_coding,chr17,2400105,-,2
ENSG00000262456.1,AC006435.1,lncRNA,chr17,2383847,+,2
ENSG00000127804.13,METTL16,protein_coding,chr17,2510892,-,1
ENSG00000007168.13,PAFAH1B1,protein_coding,chr17,2592210,+,6
ENSG00000272770.1,AC005696.2,lncRNA,chr17,2684089,-,0
ENSG00000272911.1,AC005696.3,lncRNA,chr17,2687473,+,1
ENSG00000132361.17,CLUH,protein_coding,chr17,2711664,-,1
ENSG00000262050.1,AC005696.1,lncRNA,chr17,2711309,+,5
ENSG00000277200.1,AC005696.4,lncRNA,chr17,2722948,-,1
ENSG00000272920.1,hsa-mir-1253,lncRNA,chr17,2747078,+,0
ENSG00000132359.15,RAP1GAP2,protein_coding,chr17,2754705,+,2
ENSG00000262884.1,AC015921.1,lncRNA,chr17,2964896,-,0
ENSG00000262628.1,OR1D5,protein_coding,chr17,3062608,-,0
ENSG00000184166.2,OR1D2,protein_coding,chr17,3103423,-,0
ENSG00000183024.3,OR1G1,protein_coding,chr17,3126582,-,0
ENSG00000261848.5,AC090282.1,lncRNA,chr17,3176032,-,0
ENSG00000172150.4,OR1A2,protein_coding,chr17,3196519,+,0
ENSG00000172146.2,OR1A1,protein_coding,chr17,3206539,+,0
ENSG00000221882.3,OR3A2,protein_coding,chr17,3385318,-,0
ENSG00000180090.5,OR3A1,protein_coding,chr17,3297361,-,0
ENSG00000180042.5,AC087498.1,protein_coding,chr17,3384930,+,0
ENSG00000180016.2,OR1E1,protein_coding,chr17,3397411,-,0
ENSG00000159961.2,OR3A3,protein_coding,chr17,3410370,+,0
ENSG00000127780.3,OR1E2,protein_coding,chr17,3432842,-,0
ENSG00000141255.12,SPATA22,protein_coding,chr17,3512853,-,0
ENSG00000108381.11,ASPA,protein_coding,chr17,3471374,+,0
ENSG00000167723.14,TRPV3,protein_coding,chr17,3556996,-,0
ENSG00000196689.12,TRPV1,protein_coding,chr17,3608412,-,0
ENSG00000263338.1,AC027796.5,lncRNA,chr17,3577854,-,0
ENSG00000262304.2,AC027796.3,protein_coding,chr17,3635250,-,2
ENSG00000261916.1,AC027796.1,lncRNA,chr17,3601273,-,1
ENSG00000197417.8,SHPK,protein_coding,chr17,3635251,-,2
ENSG00000040531.14,CTNS,protein_coding,chr17,3635468,+,6
ENSG00000262903.1,AC027796.4,lncRNA,chr17,3657093,-,0
ENSG00000213977.8,TAX1BP3,protein_coding,chr17,3667680,-,2
ENSG00000257950.3,P2RX5-TAX1BP3,protein_coding,chr17,3695195,-,0
ENSG00000127774.7,EMC6,protein_coding,chr17,3667812,+,6
ENSG00000083454.22,P2RX5,protein_coding,chr17,3695241,-,0
ENSG00000083457.12,ITGAE,protein_coding,chr17,3800189,-,0
ENSG00000262692.1,AC116914.2,lncRNA,chr17,3720628,+,0
ENSG00000177602.5,HASPIN,protein_coding,chr17,3722903,+,6
ENSG00000262358.1,AC116914.1,lncRNA,chr17,3728361,+,0
ENSG00000074356.17,NCBP3,protein_coding,chr17,3845247,-,3
ENSG00000004660.15,CAMKK1,protein_coding,chr17,3893892,-,0
ENSG00000108405.4,P2RX1,protein_coding,chr17,3915477,-,0
ENSG00000074370.18,ATP2A3,protein_coding,chr17,3963465,-,0
ENSG00000263312.1,LINC01975,lncRNA,chr17,3976103,+,1
ENSG00000074755.15,ZZEF1,protein_coding,chr17,4142031,-,2
ENSG00000167740.9,CYB5D2,protein_coding,chr17,4142168,+,6
ENSG00000185722.18,ANKFY1,protein_coding,chr17,4262996,-,2
ENSG00000263165.1,AC087292.1,lncRNA,chr17,4162910,+,0
ENSG00000274363.1,AC087742.1,lncRNA,chr17,4266691,+,0
ENSG00000132388.12,UBE2G1,protein_coding,chr17,4365629,-,3
ENSG00000182557.8,SPNS3,protein_coding,chr17,4432940,+,0
ENSG00000262823.1,AC127521.1,lncRNA,chr17,4485354,-,0
ENSG00000229782.1,AC118754.1,lncRNA,chr17,4498675,-,0
ENSG00000183018.9,SPNS2,protein_coding,chr17,4497881,+,1
ENSG00000132382.14,MYBBP1A,protein_coding,chr17,4554632,-,1
ENSG00000167741.10,GGT6,protein_coding,chr17,4559819,-,1
ENSG00000262921.1,AC118754.2,lncRNA,chr17,4564752,+,4
ENSG00000188176.12,SMTNL2,protein_coding,chr17,4582999,+,3
ENSG00000261863.1,LINC01996,lncRNA,chr17,4609449,+,2
ENSG00000161905.12,ALOX15,protein_coding,chr17,4641295,-,0
ENSG00000141456.16,PELP1,protein_coding,chr17,4703338,-,1
ENSG00000235085.3,AC091153.2,lncRNA,chr17,4672830,+,0
ENSG00000244184.1,AC091153.3,lncRNA,chr17,4703230,+,5
ENSG00000141480.18,ARRB2,protein_coding,chr17,4709596,+,6
ENSG00000161920.10,MED11,protein_coding,chr17,4730428,+,7
ENSG00000261898.2,AC091153.4,lncRNA,chr17,4731372,-,3
ENSG00000161921.15,CXCL16,protein_coding,chr17,4738929,-,0
ENSG00000141497.14,ZMYND15,protein_coding,chr17,4738833,+,2
ENSG00000142484.7,TM4SF5,protein_coding,chr17,4770884,+,4
ENSG00000182853.12,VMO1,protein_coding,chr17,4785434,-,1
ENSG00000182327.8,GLTPD2,protein_coding,chr17,4787964,+,7
ENSG00000142507.10,PSMB6,protein_coding,chr17,4795144,+,4
ENSG00000262165.2,AC233723.1,protein_coding,chr17,4806014,-,1
ENSG00000129219.14,PLD2,protein_coding,chr17,4806152,+,5
ENSG00000141503.17,MINK1,protein_coding,chr17,4832340,+,6
ENSG00000108556.10,CHRNE,protein_coding,chr17,4933439,-,1
ENSG00000205710.4,C17orf107,protein_coding,chr17,4898418,+,0
ENSG00000185245.8,GP1BA,protein_coding,chr17,4931277,+,0
ENSG00000108528.14,SLC25A11,protein_coding,chr17,4939054,-,2
ENSG00000108523.15,RNF167,protein_coding,chr17,4939008,+,5
ENSG00000108518.7,PFN1,protein_coding,chr17,4948062,-,2
ENSG00000108515.17,ENO3,protein_coding,chr17,4947092,+,6
ENSG00000091640.8,SPAG7,protein_coding,chr17,4966818,-,3
ENSG00000108509.21,CAMTA2,protein_coding,chr17,4986676,-,2
ENSG00000262429.1,AC004771.4,lncRNA,chr17,4966995,+,8
ENSG00000234203.1,AC004771.2,lncRNA,chr17,4971851,+,0
ENSG00000262678.1,AC004771.5,lncRNA,chr17,4985466,+,6
ENSG00000262227.1,AC004771.3,lncRNA,chr17,4986706,+,6
ENSG00000196388.8,INCA1,protein_coding,chr17,4996611,-,2
ENSG00000129250.12,KIF1C,protein_coding,chr17,4996950,+,6
ENSG00000227495.1,AC004771.1,lncRNA,chr17,5019094,-,0
ENSG00000132517.15,SLC52A1,protein_coding,chr17,5051010,-,0
ENSG00000262693.1,AC012146.3,lncRNA,chr17,5077114,-,0
ENSG00000180787.6,ZFP3,protein_coding,chr17,5077467,+,0
ENSG00000167840.13,ZNF232,protein_coding,chr17,5122117,-,0
ENSG00000234327.8,AC012146.1,lncRNA,chr17,5110468,+,6
ENSG00000129204.16,USP6,protein_coding,chr17,5115438,+,0
ENSG00000180626.10,ZNF594,protein_coding,chr17,5190869,-,3
ENSG00000261879.7,AC087500.1,lncRNA,chr17,5191027,+,7
ENSG00000161929.15,SCIMP,protein_coding,chr17,5233861,-,0
ENSG00000263164.1,AC087500.2,lncRNA,chr17,5240544,-,0
ENSG00000029725.17,RABEP1,protein_coding,chr17,5281265,+,4
ENSG00000108559.12,NUP88,protein_coding,chr17,5418677,-,2
ENSG00000263220.1,AC015727.1,lncRNA,chr17,5370627,-,0
ENSG00000129197.14,RPAIN,protein_coding,chr17,5418641,+,6
ENSG00000263272.1,AC004148.1,lncRNA,chr17,5431877,-,0
ENSG00000108561.8,C1QBP,protein_coding,chr17,5447831,-,0
ENSG00000005100.13,DHX33,protein_coding,chr17,5467983,-,2
ENSG00000262099.1,DHX33-DT,lncRNA,chr17,5468092,+,6
ENSG00000072849.11,DERL2,protein_coding,chr17,5485812,-,2
ENSG00000167842.15,MIS12,protein_coding,chr17,5485285,+,6
ENSG00000091592.16,NLRP1,protein_coding,chr17,5618425,-,1
ENSG00000286190.1,AC055839.2,protein_coding,chr17,5500146,-,1
ENSG00000286356.1,AC135726.1,lncRNA,chr17,5703057,-,1
ENSG00000284837.1,AC007846.1,lncRNA,chr17,5771234,+,0
ENSG00000285471.1,AC007846.2,protein_coding,chr17,5771926,+,0
ENSG00000179314.14,WSCD1,protein_coding,chr17,6056807,+,0
ENSG00000262231.2,AC104770.1,lncRNA,chr17,6189542,-,0
ENSG00000285593.1,AC055872.2,lncRNA,chr17,6374081,-,0
ENSG00000129221.16,AIPL1,protein_coding,chr17,6434200,-,1
ENSG00000129195.16,PIMREG,protein_coding,chr17,6443441,+,6
ENSG00000091622.16,PITPNM3,protein_coding,chr17,6555556,-,0
ENSG00000198920.11,KIAA0753,protein_coding,chr17,6639712,-,1
ENSG00000282936.2,AC004706.3,protein_coding,chr17,6639457,-,1
ENSG00000129235.11,TXNDC17,protein_coding,chr17,6639985,+,4
ENSG00000108590.11,MED31,protein_coding,chr17,6650635,-,1
